id,cause_of_death,region_origin,affected_nationality,missing,dead,incident_region,date,source,reliability,lat,lon
66579,Drowning,,,,1,Mediterranean,04/05/2016,Asociación Pro Derechos Humanos de Andalucía (APDHA),Verified,35.28058146,-2.92616345
66581,Drowning,Sub-Saharan Africa,Ivory Coast and Guinea Conakry,57,,North Africa,12/05/2016,Asociación Pro Derechos Humanos de Andalucía (APDHA),Verified,27.7235891,-14.24447695
66582,Drowning,Caribbean,Cuba,,1,Caribbean,06/06/2016,Miami Actualidad,Partially Verified,18.05921041,-67.83736398
66977,Hit by train,Central America,,,1,Central America incl. Mexico,19/03/2016,Imagen de Veracruz,Partially Verified,19.05015723,-96.39045138
66978,Drowning,Central America & Mexico,,,1,U.S./Mexico Border,07/04/2016,El Manana,Partially Verified,26.07400662,-98.24272579
67377,Hit by train,Central America,,,1,Central America incl. Mexico,19/03/2016,Imagen de Veracruz,Partially Verified,19.05015723,-96.39045138
67378,Fell from train,Central America,,,1,Central America incl. Mexico,08/05/2016,Sucesos los Tuxtlas,Partially Verified,17.85591119,-95.03238403
67379,Heart Attack,Central America,Guatemala,,1,Central America incl. Mexico,25/10/2015,60 Minutos,Partially Verified,17.99587792,-94.54755904
67777,Hypothermia,Central America,Honduras,,1,Central America incl. Mexico,03/06/2016,El Heroico,Partially Verified,17.2666656,-90.99999891
67778,Plane Stowaway,,,,1,Europe,06/06/2016,Medias de Bruxelles,Verified,50.85044794,4.348776537
68177,,,,,2,Mediterranean,08/06/2016,IOM Italy,Verified,33.87227228,13.1151112
68178,Vehicle accident,Central America & Mexico,,,1,U.S./Mexico Border,08/06/2016,AP,Partially Verified,32.72531833,-114.6243965
68179,,,,,1,Mediterranean,11/06/2016,DPA,Partially Verified,34.04643178,13.87816228
68577,Drowning,,,,1,U.S./Mexico Border,09/06/2016,El Siglo de Durango,Partially Verified,28.24209673,-100.2713587
68977,,Central America,El Salvador,,1,Central America incl. Mexico,30/03/2016,Red Noticias,Partially Verified,16.29324647,-94.19898043
69377,,Central America,,,1,U.S./Mexico Border,14/06/2016,San Diego Union Tribune,Partially Verified,32.55090967,-117.044185
69777,Presumed dehydration,Sub-Saharan Africa,2 from Niger,,34,North Africa,11/06/2016,"Al Jazeera, AFP, BBC",Partially Verified,19.36666975,5.799996759
70209,Suffocation,Horn of Africa,Ethiopia,,19,Sub-Saharan Africa,14/06/2016,IOM Zambia,Verified,-13.03332615,27.73332744
72177,,Central America,,,1,U.S./Mexico Border,14/06/2016,Zocalo Saltillo,Partially Verified,28.50294816,-100.3340314
72187,Bronchial aspiration,Central America,,,1,Central America incl. Mexico,09/03/2016,La Region,Partially Verified,19.89784634,-99.34316039
72188,Fell from train,Central America,Honduras,,1,Central America incl. Mexico,07/02/2016,Impacto Del Sur,Partially Verified,19.27837618,-99.8260378
72977,Drowning,Central America,At least 1 from Mexico,1,3,U.S./Mexico Border,14/06/2016,Desaparecidos y sin reclamar en la frontera,Partially Verified,27.60141404,-99.5627405
73377,Fell from train,,,,1,Central America incl. Mexico,05/04/2016,Noticias de Queretaro,Verified,20.57308919,-100.2079278
73778,Presumed drowning,,,29,,North Africa,15/06/2014,La Vanguardia,Partially Verified,28.34864492,-12.65453814
73779,Fell from train,Central America & Mexico,Mexico,,1,Central America incl. Mexico,13/02/2016,Impacto Del Sur,Partially Verified,18.00558321,-94.56105984
73814,Shot,Central America,,,1,Central America incl. Mexico,09/05/2015,El Vigia,Partially Verified,32.65051398,-115.4487457
74177,Vehicle accident,Central America,El Salvador,,1,Central America incl. Mexico,28/05/2016,Cronica Veracruz,Partially Verified,21.35458884,-98.22519677
74178,Hit by vehicle,South Asia,Afghanistan,,1,Europe,27/05/2016,Diario de Transporte,Partially Verified,50.93688014,1.952453302
74977,Presumed asphyxiation,,,,2,Mediterranean,16/06/2016,IOM Italy,Verified,35.59088253,13.62619665
74978,,Central America & Mexico,,,1,U.S./Mexico Border,18/06/2016,Zocalo Saltillo,Partially Verified,28.41218787,-100.1384932
74980,Shot,MENA,Syria,,1,Middle East ,16/01/2016,Syrian Observatory for Human Rights,Verified,36.85925719,40.13046331
74981,Shot,MENA,Syria,,11,Middle East ,19/06/2016,Syrian Observatory for Human Rights,Verified,36.85031535,38.32958874
74982,Shot,MENA,Syria,,1,Middle East ,24/01/2016,Syrian Observatory for Human Rights,Verified,37.07278754,40.65198707
74983,Shot,MENA,Syria,,1,Middle East ,28/01/2016,Syrian Observatory for Human Rights,Verified,36.68059958,39.12036304
74984,Shot,MENA,Syria,,1,Middle East ,04/02/2016,Syrian Observatory for Human Rights,Verified,36.67529693,38.93244016
74985,Shot,MENA,Syria,,1,Middle East ,27/02/2016,Syrian Observatory for Human Rights,Verified,36.6453026,39.00474871
74986,Shot,MENA,Syria,,3,Middle East ,11/06/2016,Syrian Observatory for Human Rights,Verified,36.92510244,40.41812623
74987,Shot,MENA,Syria,,1,Middle East ,10/03/2016,Syrian Observatory for Human Rights,Verified,36.53739644,36.61185343
74988,Shot,MENA,Syria,,1,Middle East ,11/03/2016,Syrian Observatory for Human Rights,Verified,36.64530266,39.68590106
74989,Shot,MENA,Syria,,1,Middle East ,23/03/2016,Syrian Observatory for Human Rights,Verified,36.88334441,38.21092615
74990,Shot,MENA,Syria,,2,Middle East ,05/04/2016,Syrian Observatory for Human Rights,Verified,36.79500893,38.52135028
74991,Shot,MENA,Syria,,1,Middle East ,23/05/2016,Syrian Observatory for Human Rights,Verified,36.66547496,38.85693249
74992,Shot,MENA,Syria,,2,Middle East ,20/05/2016,Syrian Observatory for Human Rights,Verified,36.04118369,36.39016997
74993,Shot,MENA,Syria,,1,Middle East ,16/05/2016,Syrian Observatory for Human Rights,Verified,36.33853027,36.647559
74994,Shot,MENA,Syria,,1,Middle East ,08/05/2016,Syrian Observatory for Human Rights,Verified,36.65899535,39.31639253
74995,Shot,MENA,Syria,,1,Middle East ,22/04/2016,Syrian Observatory for Human Rights,Verified,36.29164189,36.69135757
74996,Shot,MENA,Syria,,1,Middle East ,26/04/2016,Syrian Observatory for Human Rights,Verified,36.13701496,36.38873414
74997,Shot,MENA,Syria,,1,Middle East ,27/04/2016,Syrian Observatory for Human Rights,Verified,36.72618798,37.03758869
74998,Shot,MENA,Syria,,1,Middle East ,15/01/2016,Syrian Observatory for Human Rights,Verified,36.61885396,39.55955828
75377,Shot,MENA,Syria,,1,Middle East ,11/01/2016,Syrian Observatory for Human Rights,Verified,36.9865566,40.62686646
75378,Shot,MENA,Syria,,1,Middle East ,20/01/2016,Syrian Observatory for Human Rights,Verified,36.60121572,39.817737
75380,Shot,MENA,Syria,,1,Middle East ,26/01/2016,Syrian Observatory for Human Rights,Verified,36.65852371,37.50786151
75381,Shot,MENA,Syria,,8,Middle East ,18/06/2016,Syrian Observatory for Human Rights,Verified,36.10389828,36.49110686
75382,Shot,MENA,Syria,,1,Middle East ,06/02/2016,Syrian Observatory for Human Rights,Verified,36.72899799,38.65867938
75383,Shot,MENA,Syria,,1,Middle East ,14/02/2016,Syrian Observatory for Human Rights,Verified,36.62561772,37.12821085
75384,Shot,MENA,Syria,,1,Middle East ,16/06/2016,Syrian Observatory for Human Rights,Verified,36.01397333,36.38811003
75385,Shot,MENA,Syria,,1,Middle East ,07/03/2016,Syrian Observatory for Human Rights,Verified,36.65411693,38.77403582
75386,Shot,MENA,Syria,,1,Middle East ,08/06/2016,Syrian Observatory for Human Rights,Verified,36.08170414,36.3922299
75387,Shot,MENA,Syria,,1,Middle East ,11/03/2016,Syrian Observatory for Human Rights,Verified,36.73830995,36.86380053
75388,Shot,MENA,Syria,,1,Middle East ,27/05/2016,Syrian Observatory for Human Rights,Verified,36.79446481,40.03372023
75389,Shot,MENA,Syria,,1,Middle East ,21/05/2016,Syrian Observatory for Human Rights,Verified,36.64324617,39.21134327
75390,Shot,MENA,Syria,,1,Middle East ,06/04/2016,Syrian Observatory for Human Rights,Verified,36.84969068,40.06338857
75391,Shot,MENA,Syria,,1,Middle East ,14/04/2016,Syrian Observatory for Human Rights,Verified,36.18752463,36.39472671
75392,Shot,MENA,Syria,,1,Middle East ,18/04/2016,Syrian Observatory for Human Rights,Verified,36.68224167,36.68033496
75393,Shot,MENA,Syria,,1,Middle East ,10/05/2016,Syrian Observatory for Human Rights,Verified,36.67551845,38.96757661
75394,Shot,MENA,Syria,,1,Middle East ,19/04/2016,Syrian Observatory for Human Rights,Verified,36.23432373,36.52183856
75395,Shot,MENA,Syria,,1,Middle East ,21/04/2016,Syrian Observatory for Human Rights,Verified,35.94951951,36.20820891
75396,Shot,MENA,Syria,,1,Middle East ,07/05/2016,Syrian Observatory for Human Rights,Verified,36.65666193,39.45019421
76177,Vehicle accident,Central America,,,1,Central America incl. Mexico,14/02/2016,Imagen Poblana,Partially Verified,18.77434456,-97.68850309
76577,Vehicle accident,Central America,,,1,Central America incl. Mexico,15/03/2016,Zocalo Saltillo,Partially Verified,25.08371763,-100.6294529
76578,Drowning,Central America & Mexico,,,1,U.S./Mexico Border,21/06/2016,Zocalo Saltillo,Partially Verified,28.32745183,-100.3041464
76579,Drowning,Sub-Saharan Africa,Nigeria,,1,Mediterranean,22/06/2016,Reuters,Partially Verified,32.88550997,12.53136158
76580,Presumed drowning,Horn of Africa,Ethiopia,17,,Mediterranean,25/06/2016,"IOM Italy, UNHCR",Verified,34.06769542,18.0686552
76977,Presumed drowning,,,,9,Mediterranean,13/06/2016,ICRC via IOM Libya,Partially Verified,32.78798664,12.66589145
76978,Hit by train,Central America,,,1,Central America incl. Mexico,15/06/2016,RegionalPuebla.mx,Partially Verified,19.11836714,-97.7053857
77377,Murdered by gang members,Central America,Honduras,,1,Central America incl. Mexico,18/01/2015,Excelsior,Partially Verified,17.983326,-92.91666683
77777,Shot,Central America,,,1,Central America incl. Mexico,30/05/2015,El Mexicano.com,Partially Verified,32.60203827,-116.0794684
78177,Assaulted by smugglers,Caribbean,Cuban,,1,Central America incl. Mexico,17/12/2015,Habana Linda,Partially Verified,11.65718599,-85.9691825
78577,Murdered (head wound),Central America,,,1,Central America incl. Mexico,20/04/2016,Diario Del Sur,Partially Verified,14.89655714,-92.29169542
78578,,,,,1,Mediterranean,25/06/2016,IOM Italy,Partially Verified,34.49404757,17.61428196
78580,Drowning,Central America,Mexican,,1,U.S./Mexico Border,30/11/2015,Noroeste,Partially Verified,32.68645651,-115.4859634
78581,Dehydration and exposure to the elements,,"Niger (3), Mali(3), Senegal(3), Guinea(3), Ivory Coast(2), CAR(1), Liberia(1)",,18,North Africa,02/06/2015,IOM Niger,Verified,20.14507897,7.404254419
78582,Dehydration and exposure to the elements,,,,15,North Africa,14/06/2015,IOM Niger,Verified,19.00038875,12.89498966
78977,Shot,Sub-Saharan Africa,Mali,,4,North Africa,29/11/2015,AFP,Partially Verified,18.44110638,1.407779015
78978,Suffocation,Sub-Saharan Africa,Cameroonian,,2,North Africa,03/12/2015,International Business Times,Partially Verified,35.8447446,-5.356310937
79377,,,,,10,Mediterranean,29/06/2016,Guardia Costiera Italia,Verified,36.07960198,11.92459098
79777,Drowning,Central America & Mexico,El Salvador,,1,U.S./Mexico Border,24/06/2016,La Prensa Grafica,Partially Verified,26.07682367,-98.22916602
79778,,Central America,,,1,U.S./Mexico Border,27/06/2016,Zocalo Piedras Negras,Partially Verified,28.48330739,-99.89906029
79779,Unknown (body found in desert),Central America & Mexico,Honduras,,1,U.S./Mexico Border,28/05/2016,Movimiento Migrante Mesoamericano,Partially Verified,26.0882322,-98.25074687
80177,,,,,6,Mediterranean,24/06/2016,Libyan Coast Guard via IOM Libya,Partially Verified,31.88294147,15.81347446
80178,Drowning,MENA,Tunisia,4,13,Mediterranean,01/07/2016,IOM Libya,Partially Verified,33.34574226,12.7850771
80179,Raped and murdered,Central America & Mexico,Honduras,,1,Central America incl. Mexico,30/05/2016,Proceso Digital,Partially Verified,25.76666782,-101.4833261
80577,Unknown (mummified remains),,,,1,U.S./Mexico Border,10/01/2016,Pima County Office of the Medical Examiner,Verified,31.749483,-111.615983
80578,Unknown (skeletal remains),Central America & Mexico,Guatemala,,1,U.S./Mexico Border,31/05/2016,Pima County Office of the Medical Examiner,Verified,31.45904,-111.37511
80579,Presumed hyperthermia,Central America & Mexico,Honduras,,1,U.S./Mexico Border,01/06/2016,Pima County Office of the Medical Examiner,Verified,32.34286,-113.303
80580,Hyperthermia,Central America & Mexico,Mexico,,1,U.S./Mexico Border,06/06/2016,Pima County Office of the Medical Examiner,Verified,31.816117,-112.072267
80581,Unknown (mummified remains),Central America & Mexico,Guatemala,,1,U.S./Mexico Border,08/06/2016,Pima County Office of the Medical Examiner,Verified,31.7378,-112.093
80582,Presumed hyperthermia,Central America & Mexico,Mexico,,1,U.S./Mexico Border,12/06/2016,Pima County Office of the Medical Examiner,Verified,32.20416,-112.989
80583,Presumed hyperthermia,Central America & Mexico,Mexico,,1,U.S./Mexico Border,15/06/2016,Pima County Office of the Medical Examiner,Verified,31.47502,-112.004
80584,Hyperthermia,Central America & Mexico,Guatemala,,1,U.S./Mexico Border,22/06/2016,Pima County Office of the Medical Examiner,Verified,31.773083,-111.918183
80585,Unknown (skeletal remains and mummified),Central America & Mexico,Mexico,,1,U.S./Mexico Border,23/06/2016,Pima County Office of the Medical Examiner,Verified,31.64488,-111.91678
80586,Presumed hyperthermia,Central America & Mexico,Mexico,,1,U.S./Mexico Border,26/06/2016,Pima County Office of the Medical Examiner,Verified,32.10363,-111.52543
80977,Presumed hyperthermia,Central America & Mexico,Mexico,,1,U.S./Mexico Border,03/06/2016,Pima County Office of the Medical Examiner,Verified,32.43673,-114.42545
80978,Hyperthermia,Central America,Mexico,,1,U.S./Mexico Border,05/06/2016,Pima County Office of the Medical Examiner,Verified,31.91364122,-111.9221551
80979,Hyperthermia,Central America,Guatemala,,1,U.S./Mexico Border,06/06/2016,Pima County Office of the Medical Examiner,Verified,32.21938,-111.24966
80980,Unknown (skeletal remains),,,,1,U.S./Mexico Border,06/06/2016,Pima County Office of the Medical Examiner,Verified,32.55567,-111.95146
80981,Shot,Central America & Mexico,Mexico,,1,U.S./Mexico Border,08/06/2016,Pima County Office of the Medical Examiner,Verified,31.7378,-112.093
80982,Presumed hyperthermia,,,,1,U.S./Mexico Border,09/06/2016,Pima County Office of the Medical Examiner,Verified,32.3475,-113.3066
80983,Presumed hyperthermia,,,,1,U.S./Mexico Border,09/06/2016,Pima County Office of the Medical Examiner,Verified,32.3475,-113.3066
80984,Unknown (mummified remains),Central America,,,1,U.S./Mexico Border,19/06/2016,Pima County Office of the Medical Examiner,Verified,31.8997,-111.769884
80985,Presumed hyperthermia,Central America & Mexico,Mexico,,1,U.S./Mexico Border,22/06/2016,Pima County Office of the Medical Examiner,Verified,31.98296,-110.5362
80986,Unknown (skeletal remains),Central America & Mexico,,,1,U.S./Mexico Border,27/06/2016,Pima County Office of the Medical Examiner,Verified,31.953017,-112.87445
80987,Unknown (skeletal remains),Central America & Mexico,El Salvador,,1,U.S./Mexico Border,28/06/2016,Pima County Office of the Medical Examiner,Verified,32.26201,-112.69105
80988,Hit by vehicle,,,,1,Europe,03/07/2016,AP,Partially Verified,50.91004451,1.942496942
81380,Hit by train,Central America,,,1,Central America incl. Mexico,23/05/2016,Golpe Politico,Partially Verified,18.24218803,-96.13593766
81381,Hypothermia,Central America,,,1,U.S./Mexico Border,14/05/2016,Pima County Office of the Medical Examiner,Verified,31.97705195,-111.9320445
81777,Drowning,South Asia,,2,1,East Asia,09/07/2016,Coconuts Hong Kong,Partially Verified,22.43443772,113.7999981
81778,Hit by train,Central America,,,1,Central America incl. Mexico,28/06/2016,El Tuxtepecano,Partially Verified,18.31999764,-95.82147286
81779,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,30/05/2016,Pima County Office of the Medical Examiner,Verified,32.00500549,-112.0638804
81780,"Unknown, Skeletal Remains",Central America,,,1,U.S./Mexico Border,30/05/2016,Pima County Office of the Medical Examiner,Verified,32.00034716,-112.0034556
81781,Unknown (skeletal remains),Central America,,,1,U.S./Mexico Border,30/05/2016,Pima County Office of the Medical Examiner,Verified,31.99568859,-112.1133189
81782,Hit by vehicle,Central America & Mexico,Honduras,,1,Central America incl. Mexico,24/05/2016,Zocalo Saltillo,Partially Verified,29.32022635,-100.9707057
81783,Fell from train,Central America & Mexico,,,1,Central America incl. Mexico,13/05/2016,Vecinosinformados,Partially Verified,19.57240012,-99.2214707
81784,Vehicle accident,Central America,Honduras or El Salvador,,1,Central America incl. Mexico,19/01/2016,Dario Present,Partially Verified,18.00030579,-92.91666683
82177,Drowning,,,3,4,Mediterranean,13/07/2016,IOM Greece,Verified,39.20990848,26.61437868
82178,Suffocation,,,,4,Mediterranean,11/07/2016,Reuters,Partially Verified,34.73351951,14.12570947
82179,Murdered,Central America & Mexico,El Salvador,,1,Central America incl. Mexico,10/07/2016,Prensa Libre,Partially Verified,14.8185854,-89.55274467
82180,Unknown (skeletal remains),,,,1,U.S./Mexico Border,07/07/2016,The Monitor,Partially Verified,26.24506987,-98.50946804
82181,Hit by vehicle,Horn of Africa,Eritria,,1,Europe,11/07/2016,Prefecture of Calais,Partially Verified,50.96804306,1.878826267
82183,Presumed dehydration,Central America & Mexico,Mexico,,1,U.S./Mexico Border,09/07/2016,Pima County Office of the Medical Examiner,Verified,31.47841702,-111.2153317
82577,,,,,1,U.S./Mexico Border,07/07/2016,The Monitor,Partially Verified,26.95032829,-97.66693581
82578,Drowning,Central America,,,1,U.S./Mexico Border,04/07/2016,El Quiosco,Partially Verified,27.49516998,-99.52085189
82977,Vehicle Accident,Central America & Mexico,Honduras,,1,U.S./Mexico Border,26/05/2016,El Manana,Partially Verified,28.05066171,-99.34958721
83377,Criminal Violence,Central America,Nicaragua,,1,Central America incl. Mexico,09/08/2015,Dario Marca,Partially Verified,15.71666564,-96.48332934
83778,,South East Asia,Likely Rohingya,,2,Southeast Asia,04/05/2015,BBC,Partially Verified,8.540132063,98.66197534
83781,,,Honduras,,1,U.S./Mexico Border,01/06/2016,Movimiento Migrante Mesoamericano,Partially Verified,26.18562734,-98.22161648
