L101,L102,L103,L104,L106,L107,L108,DAY,TIME
77.565,43.51,21.655,100,22.835,25,54.335,27,8908
86.62,36.815,22.05,100,38.98,12.795,57.285,27,8909
63.59,36.225,25.395,100,21.655,13.78,64.765,27,8910
62.405,18.705,13.39,100,22.64,14.965,69.1,27,8911
63.59,15.945,26.185,100,37.01,12.6,59.845,27,8912
78.55,25,21.655,100,48.82,14.175,52.565,27,8913
82.485,22.05,51.185,100,38.78,13.78,42.92,27,8914
65.75,16.735,42.325,100,32.875,25.595,66.145,27,8915
52.365,11.415,45.475,100,70.285,14.765,65.36,27,8916
61.225,18.31,62.21,100,28.35,12.21,50.595,27,8917
78.745,15.75,45.48,100,40.36,10.04,74.81,27,8918
72.445,16.735,23.82,100,52.17,10.04,43.115,27,8919
66.545,11.415,45.085,100,69.1,8.86,88.59,27,8920
62.405,15.55,64.18,100,36.42,10.235,84.455,27,8921
74.615,14.175,54.335,100,29.335,11.81,76.385,27,8922
80.52,14.37,40.36,80.915,34.455,12.995,58.865,27,8923
74.615,19.885,58.27,92.525,48.43,8.27,50.2,27,8924
59.85,14.96,55.12,100,59.85,22.64,59.65,27,8925
77.955,14.37,65.555,100,36.42,19.49,71.46,27,8926
99.415,13.98,67.72,100,35.635,15.555,54.73,27,8927
87.605,16.73,74.215,100,38.585,8.665,47.05,27,8928
61.025,12.4,69.89,97.25,34.255,12.795,55.715,27,8929
70.48,18.11,82.29,93.705,37.795,11.415,67.135,27,8930
50.395,10.43,39.37,50.59,20.87,7.48,33.66,27,8931
79.73,21.85,63.785,100,29.33,10.435,56.105,27,8932
71.465,35.83,63.39,100,30.515,12.4,77.765,27,8933
65.165,66.74,66.935,100,34.255,22.835,58.865,27,8934
92.525,20.28,68.115,100,26.38,19.095,56.305,27,8935
97.25,20.67,65.16,100,26.97,25.59,27.365,27,8936
83.47,16.735,77.365,100,34.845,11.42,49.61,27,8937
85.045,16.535,75.99,100,25,12.99,54.725,27,8938
71.07,30.71,84.65,100,27.56,10.235,49.805,27,8939
73.625,21.065,57.88,100,29.925,13.58,59.255,27,8940
82.485,13.19,43.115,100,35.635,19.095,71.46,27,8941
57.485,14.57,63.785,100,32.68,8.665,54.925,27,8942
81.89,11.815,73.82,100,26.97,7.485,58.86,27,8943
91.345,11.22,68.115,96.265,35.83,14.965,57.485,27,8944
62.21,18.505,78.55,100,36.025,18.115,65.16,27,8945
75.795,10.63,64.175,100,27.17,14.37,67.33,27,8946
86.42,11.615,68.71,100,31.895,20.475,62.8,27,8947
69.49,14.57,54.73,95.475,21.065,9.645,70.08,27,8948
71.265,13.58,59.85,100,25.985,9.255,65.555,27,8949
83.865,12.205,48.825,100,27.955,18.31,63.98,27,8950
73.035,19.88,64.57,100,31.105,11.615,57.68,27,8951
77.17,12.995,62.6,72.84,36.81,8.66,35.825,27,8952
71.66,12.405,78.745,61.82,39.57,12.995,34.645,27,8953
67.525,12.405,71.655,90.36,53.94,11.22,46.46,27,8954
52.955,9.645,73.035,100,46.655,8.07,39.57,27,8955
75.4,15.16,95.475,92.525,72.25,8.66,19.295,27,8956
60.635,18.505,95.28,100,65.755,8.86,12.01,27,8957
67.525,9.255,69.495,85.24,48.825,18.9,26.38,27,8958
71.855,13.585,77.76,33.075,31.3,8.27,32.09,27,8959
86.425,12.995,33.27,38.785,32.09,7.68,11.42,27,8960
73.435,10.04,39.57,38.585,31.105,12.205,38.19,27,8961
63.985,9.055,42.13,39.57,39.175,7.875,47.84,27,8962
81.11,14.765,71.66,60.24,32.875,7.675,27.56,27,8963
63.59,11.615,60.045,66.54,31.1,8.86,16.93,27,8964
81.5,17.525,47.84,72.645,26.97,17.52,21.85,27,8965
66.935,10.04,12.795,86.03,27.76,15.16,24.02,27,8966
82.095,12.405,18.31,63.39,46.065,9.84,33.075,27,8967
92.915,17.13,40.95,41.54,31.105,10.24,17.915,27,8968
85.835,13.585,27.56,65.36,34.645,8.465,14.96,27,8969
75.99,16.34,24.605,72.055,25.79,10.235,14.175,27,8970
73.625,13.585,24.605,68.51,25.395,15.16,15.75,27,8971
62.8,11.22,15.745,67.525,28.155,7.285,12.01,27,8972
90.56,12.405,40.755,61.03,23.425,16.145,30.12,27,8973
59.845,12.6,37.6,86.42,32.485,7.68,11.42,27,8974
76.385,13.78,68.905,100,24.805,7.28,46.07,27,8975
58.67,16.54,64.77,100,46.655,7.085,10.63,27,8976
57.29,15.745,92.72,100,33.465,11.025,15.945,27,8977
72.645,15.945,55.12,100,25.985,16.145,23.425,27,8978
63.785,21.85,56.5,100,27.755,18.505,26.575,27,8979
76.775,10.235,28.74,100,22.245,11.025,13.585,27,8980
70.675,10.825,13.78,68.9,24.02,9.65,22.245,27,8981
78.745,15.155,41.54,50.2,36.62,12.205,17.72,27,8982
86.82,16.535,23.43,66.735,24.215,12.6,18.505,27,8983
73.82,11.615,41.34,66.54,21.85,11.615,23.625,27,8984
88.785,14.57,26.38,55.71,27.76,18.7,22.835,27,8985
62.015,13.19,37.795,42.72,36.815,13.585,15.355,27,8986
44.495,13.975,26.775,67.72,27.365,9.65,31.3,27,8987
75.595,13.98,20.87,45.87,26.185,8.07,36.22,27,8988
60.045,14.765,43.31,75.4,26.97,8.07,12.795,27,8989
58.865,12.01,12.01,71.86,20.08,14.96,11.81,27,8990
72.25,10.83,41.145,53.74,19.885,13.585,21.655,27,8991
70.87,17.125,34.645,41.735,22.835,7.675,38.975,27,8992
56.305,13.98,70.085,92.325,25,7.87,20.28,27,8993
77.37,10.825,69.69,82.875,43.7,11.42,8.86,27,8994
66.345,7.285,59.65,35.63,18.11,13.78,24.215,27,8995
70.085,22.045,59.65,37.01,24.805,8.465,18.9,27,8996
56.5,10.435,66.735,47.05,19.885,9.65,15.945,27,8997
66.145,23.035,50.2,63.39,36.22,7.875,18.705,27,8998
68.115,22.245,15.16,100,16.735,7.675,37.01,27,8999
55.32,26.18,16.54,100,24.605,11.415,58.075,27,9000
50.595,9.25,14.37,100,15.555,14.375,72.445,27,9001
52.17,12.005,16.93,62.01,36.025,11.81,57.68,27,9002
56.895,22.25,52.955,44.49,17.13,9.255,77.765,27,9003
61.815,10.04,33.275,49.81,22.445,15.355,75.205,27,9004
55.32,12.205,31.89,41.93,30.32,10.435,25.005,27,9005
62.405,13.78,21.655,46.46,32.085,8.86,42.72,27,9006
58.865,14.565,29.73,73.23,44.495,8.66,33.27,27,9007
59.85,13.785,42.13,46.26,27.56,19.885,21.065,27,9008
53.94,15.945,39.375,44.495,24.805,12.005,24.805,27,9009
84.85,8.265,23.625,34.65,21.85,6.495,9.055,27,9010
60.83,14.96,18.11,41.93,16.34,6.89,13.78,27,9011
37.01,12.01,12.795,52.955,21.265,9.84,14.375,27,9012
17.52,9.45,22.64,47.245,16.54,9.255,29.14,27,9013
19.29,9.84,24.015,47.25,31.5,7.875,30.12,27,9014
14.17,11.615,31.105,52.365,24.805,11.02,48.23,27,9015
20.08,8.665,15.945,41.34,72.055,10.04,48.43,27,9016
20.085,7.68,12.8,33.865,88.39,7.09,16.145,27,9017
22.64,19.685,28.545,37.6,17.325,7.285,13.78,27,9018
23.43,14.565,14.175,62.995,25.395,7.675,20.085,27,9019
38.78,7.875,42.13,48.23,23.425,15.355,14.57,27,9020
29.33,9.255,36.025,25.79,19.29,7.085,16.735,27,9021
36.815,14.37,26.97,51.575,18.31,7.09,22.245,27,9022
47.25,9.445,12.205,55.515,17.32,8.855,37.8,27,9023
23.425,10.435,22.445,54.73,24.41,7.675,43.31,27,9024
29.335,9.25,54.53,37.205,23.03,10.435,64.965,27,9025
46.07,9.255,32.09,28.74,26.185,9.645,69.69,27,9026
53.74,23.825,35.24,57.68,23.82,6.695,51.185,27,9027
74.61,14.965,38.195,72.645,19.49,9.25,15.16,27,9028
64.18,13.385,19.29,79.335,20.275,9.45,23.82,27,9029
50.395,10.24,26.38,70.87,19.49,12.01,26.775,27,9030
55.125,14.765,34.255,58.075,30.12,10.63,26.77,27,9031
48.425,11.615,63.785,44.49,31.3,9.65,29.73,27,9032
69.3,11.22,40.355,75.99,23.625,6.695,22.64,27,9033
62.6,8.66,35.83,55.12,27.56,8.66,19.095,27,9034
52.76,14.565,46.07,49.415,27.56,11.025,12.205,27,9035
48.625,10.04,52.955,37.605,19.1,8.265,15.75,27,9036
47.64,11.22,52.37,46.265,23.82,7.68,10.825,27,9037
30.12,11.615,33.865,53.155,15.355,8.465,10.63,27,9038
73.035,18.505,16.34,51.97,21.065,8.86,20.275,27,9039
61.425,13.78,29.73,57.29,27.56,9.055,12.995,27,9040
55.125,11.615,20.28,43.905,17.325,10.04,12.6,27,9041
53.355,13.19,32.09,47.445,25,7.875,19.485,27,9042
53.35,13.58,17.715,52.365,19.88,10.435,41.93,27,9043
53.94,12.01,39.77,45.675,24.61,8.07,25.2,27,9044
49.215,13.585,35.235,69.69,30.12,9.845,16.735,27,9045
45.87,16.535,47.245,88.585,22.05,11.025,22.245,27,9046
56.695,9.25,59.65,54.335,24.215,10.04,15.95,27,9047
44.295,13.385,59.055,44.29,20.28,10.235,16.735,27,9048
80.125,13.78,67.325,75.005,24.41,8.07,8.465,27,9049
76.58,14.375,61.615,76.19,13.19,9.645,24.41,27,9050
72.445,12.205,57.29,74.415,18.505,9.645,18.7,27,9051
61.815,16.34,70.87,89.18,34.845,10.63,8.66,27,9052
73.43,24.61,30.12,90.755,22.64,10.235,9.055,27,9053
93.905,16.54,31.895,100,16.535,6.5,19.49,27,9054
74.02,10.235,25.985,80.915,21.655,10.435,7.68,27,9055
49.415,16.73,17.13,70.875,16.735,12.795,10.04,27,9056
58.865,14.765,18.9,95.875,21.065,11.81,9.845,27,9057
66.345,12.205,15.945,65.165,14.175,8.27,25.395,27,9058
53.545,13.19,18.115,52.56,18.9,8.465,25.79,27,9059
48.625,12.995,33.27,74.22,16.93,6.69,11.225,27,9060
50.595,10.435,13.39,48.43,20.865,11.815,26.97,27,9061
58.075,19.095,15.555,48.625,29.73,8.07,9.845,27,9062
29.53,25.2,39.57,66.74,19.095,11.615,7.48,27,9063
27.165,16.34,25.79,58.27,15.355,14.765,23.23,27,9064
12.795,11.025,14.96,67.13,24.215,10.235,13.585,27,9065
12.995,9.255,31.3,46.46,21.655,17.32,12.01,27,9066
25.2,9.45,19.685,28.94,15.95,10.235,35.83,27,9067
36.03,26.775,21.855,65.555,22.05,5.51,12.405,27,9068
27.76,15.75,18.705,93.31,16.145,10.235,9.055,27,9069
13.585,12.205,18.31,58.86,13.975,13.785,22.05,27,9070
12.01,11.615,23.035,44.295,17.72,8.855,9.84,27,9071
13.585,12.995,32.285,37.795,29.73,5.315,34.65,27,9072
14.37,19.1,19.095,50.005,28.545,7.285,25.395,27,9073
12.405,13.585,12.795,31.105,15.945,4.135,7.285,27,9074
33.47,10.63,20.08,44.69,18.31,12.405,8.86,27,9075
23.43,12.6,42.13,42.915,14.765,10.04,9.25,27,9076
19.49,9.45,93.115,54.335,16.93,7.875,12.6,27,9077
18.7,12.6,30.315,99.215,18.305,5.515,9.255,27,9078
67.725,9.645,9.255,71.065,16.535,7.875,6.89,27,9079
72.055,8.27,15.945,21.46,14.965,7.675,9.055,27,9080
60.635,12.205,12.01,41.145,12.405,4.33,31.495,27,9081
38.385,12.6,46.265,37.8,25.79,6.495,6.89,27,9082
12.995,15.75,49.02,44.29,13.785,8.07,7.285,27,9083
10.83,12.99,54.135,72.055,17.72,6.105,12.995,27,9084
13.385,15.945,71.855,40.16,16.93,9.645,14.57,27,9085
19.885,12.795,52.17,26.775,16.535,9.055,20.47,27,9086
11.615,11.81,55.905,46.46,17.715,5.515,9.84,27,9087
15.945,14.17,14.57,57.485,15.75,7.87,16.535,27,9088
17.32,13.19,13.585,46.265,13.98,12.405,6.89,27,9089
4.92,7.285,3.345,22.445,5.115,2.955,4.135,27,9090
11.025,9.255,22.25,33.27,17.52,8.265,12.795,27,9091
12.405,12.205,14.96,34.06,19.885,6.69,18.115,27,9092
24.61,14.765,16.34,50.595,18.305,7.48,17.52,27,9093
17.915,11.615,13.39,29.92,13.78,7.085,11.615,27,9094
7.285,16.145,9.055,36.62,16.735,7.085,20.28,27,9095
6.89,9.25,54.925,44.885,18.505,7.48,30.32,27,9096
14.765,14.965,50.99,28.935,17.72,9.445,17.72,27,9097
9.055,9.84,51.38,26.18,19.885,7.48,15.55,27,9098
18.31,5.905,56.11,18.7,18.11,6.495,9.255,27,9099
9.25,11.615,51.38,34.845,11.415,4.525,25.59,27,9100
9.255,17.52,54.725,50.99,21.26,5.315,19.885,27,9101
14.175,10.235,31.89,33.075,14.57,5.905,9.255,27,9102
18.51,10.435,10.435,40.16,14.565,7.68,9.255,27,9103
11.81,8.07,31.695,33.27,24.015,9.65,8.66,27,9104
7.68,9.84,51.575,30.515,18.895,7.085,15.55,27,9105
9.25,8.265,54.335,21.85,15.95,3.345,13.385,27,9106
18.9,13.385,58.27,29.725,15.355,5.51,12.795,27,9107
14.765,10.235,61.62,31.105,15.555,7.285,32.88,27,9108
10.435,8.66,48.82,26.97,11.415,5.905,12.01,27,9109
9.255,12.01,10.235,33.865,14.37,5.705,28.94,27,9110
8.27,11.42,17.715,23.82,18.31,6.89,5.91,27,9111
11.615,10.04,15.55,30.515,19.685,5.91,10.04,27,9112
10.235,11.025,15.355,26.38,13.78,4.92,19.69,27,9113
8.855,8.86,20.67,23.43,12.4,5.315,19.885,27,9114
6.5,7.675,35.24,20.085,17.32,4.72,17.325,27,9115
7.48,8.465,47.245,25,16.735,6.3,9.45,27,9116
7.68,9.055,32.875,22.245,17.325,6.495,7.875,27,9117
9.84,8.075,16.93,26.185,11.615,3.935,12.6,27,9118
11.615,8.465,10.04,27.955,12.01,4.525,13.585,27,9119
9.25,7.675,11.025,20.87,14.175,5.515,21.065,27,9120
8.465,7.875,9.65,20.67,16.145,5.12,10.435,28,9121
10.04,6.695,9.645,15.355,11.815,4.92,12.99,28,9122
10.24,8.265,7.68,23.23,13.39,4.525,5.905,28,9123
9.45,9.25,8.465,28.745,10.04,5.905,11.415,28,9124
7.48,8.07,8.07,24.02,12.995,4.92,6.89,28,9125
10.63,9.055,11.615,29.925,14.565,5.315,7.68,28,9126
9.45,7.48,12.4,21.46,11.025,4.33,18.7,28,9127
9.45,7.675,6.89,20.08,7.875,4.525,3.74,28,9128
4.525,7.485,5.905,23.82,15.55,5.51,10.04,28,9129
7.085,8.665,22.05,25.785,12.6,4.925,9.45,28,9130
7.875,8.86,8.465,25.2,9.845,4.525,4.725,28,9131
7.48,6.105,8.855,15.355,12.4,6.1,7.48,28,9132
6.3,6.69,21.85,18.305,13.58,4.135,5.705,28,9133
5.905,5.115,12.405,23.43,21.855,3.345,5.905,28,9134
6.495,6.3,5.905,29.725,9.06,3.15,5.905,28,9135
5.12,5.51,23.43,15.36,11.615,4.33,4.135,28,9136
6.1,3.935,52.96,11.615,13.98,3.345,4.92,28,9137
3.345,3.545,23.625,10.235,6.105,1.77,2.955,28,9138
5.315,5.51,47.245,14.57,10.83,4.92,4.725,28,9139
6.105,5.71,49.02,19.295,11.415,4.525,4.33,28,9140
5.12,7.675,48.625,15.945,16.93,7.485,4.13,28,9141
6.3,4.725,48.43,16.145,15.355,4.725,5.905,28,9142
5.315,7.09,48.23,19.685,9.645,3.94,3.545,28,9143
5.315,4.725,15.16,13.78,10.63,3.35,3.35,28,9144
4.525,5.12,5.315,12.795,11.81,3.345,4.53,28,9145
5.315,5.315,4.725,16.14,7.48,2.955,3.345,28,9146
3.345,6.89,4.135,15.55,9.45,3.545,5.115,28,9147
5.315,5.515,5.315,16.93,8.855,2.95,10.235,28,9148
3.345,4.53,5.315,14.175,8.465,5.71,4.53,28,9149
3.935,3.935,5.515,10.24,12.205,2.56,3.15,28,9150
3.935,3.35,4.335,13.585,8.27,3.74,3.15,28,9151
4.13,4.725,4.53,14.765,7.09,2.755,5.12,28,9152
4.92,5.315,4.135,16.735,8.665,3.54,2.955,28,9153
3.74,3.935,4.725,11.42,10.435,3.15,5.115,28,9154
4.525,3.94,3.54,12.01,7.285,1.97,2.56,28,9155
3.74,3.345,5.71,10.435,8.27,3.35,4.33,28,9156
1.97,0.985,2.755,4.525,3.545,1.575,1.77,28,9157
4.135,4.33,4.725,11.815,7.485,3.345,2.165,28,9158
2.955,4.725,3.74,13.39,7.48,2.755,2.56,28,9159
3.545,4.725,5.905,12.6,9.25,2.755,4.135,28,9160
4.33,4.725,6.105,14.965,16.34,2.755,3.94,28,9161
3.545,4.135,6.3,14.765,8.665,4.725,3.545,28,9162
5.315,2.755,2.165,8.07,8.66,1.77,2.755,28,9163
3.545,5.51,4.33,14.765,10.63,3.54,3.15,28,9164
3.35,3.545,3.545,10.83,6.89,2.36,3.345,28,9165
3.545,3.935,9.45,10.825,10.63,1.18,3.545,28,9166
3.74,12.4,5.51,11.615,11.22,2.755,2.56,28,9167
3.345,5.905,2.95,18.11,15.155,3.345,2.755,28,9168
3.15,4.725,3.545,14.565,6.3,3.345,2.755,28,9169
3.35,4.33,3.74,15.36,10.235,3.74,2.955,28,9170
3.54,5.515,4.725,11.42,16.34,2.95,2.755,28,9171
3.15,2.955,4.335,11.025,7.675,2.755,2.755,28,9172
2.95,3.145,19.295,11.615,5.315,2.955,2.95,28,9173
3.74,4.92,3.935,14.965,7.875,2.76,2.955,28,9174
2.755,3.54,4.925,11.02,8.27,3.545,2.56,28,9175
1.97,3.345,2.755,15.16,6.89,1.575,2.755,28,9176
2.56,2.56,2.56,12.795,4.335,4.33,1.965,28,9177
3.15,2.36,2.955,7.875,7.675,2.955,3.35,28,9178
2.95,2.56,3.74,9.055,6.105,1.375,2.56,28,9179
3.74,3.545,16.34,13.78,5.91,3.15,2.95,28,9180
2.36,3.15,86.62,10.24,6.695,2.365,1.965,28,9181
2.95,2.365,56.5,6.89,4.925,2.165,2.365,28,9182
6.495,2.955,46.265,10.825,6.495,2.365,2.955,28,9183
2.56,4.135,46.66,10.83,9.45,2.56,2.165,28,9184
3.545,3.345,46.66,11.615,5.515,2.165,2.755,28,9185
2.755,2.165,47.245,6.3,8.27,1.375,2.76,28,9186
2.555,2.755,46.855,8.66,5.51,2.165,3.345,28,9187
3.15,3.94,46.46,12.4,5.905,2.365,2.36,28,9188
2.165,2.36,45.87,7.68,7.875,2.56,2.36,28,9189
1.97,3.345,46.655,9.445,15.16,1.38,2.56,28,9190
2.56,3.15,46.655,9.055,10.04,2.365,2.56,28,9191
2.56,2.365,46.07,8.66,4.53,2.56,2.955,28,9192
1.97,2.955,46.855,9.255,11.415,1.77,2.555,28,9193
2.555,1.575,46.265,6.495,21.265,1.18,2.95,28,9194
2.365,3.345,45.08,12.01,8.66,1.775,3.54,28,9195
3.345,1.97,47.445,7.875,3.545,2.955,2.36,28,9196
2.95,2.955,47.445,8.86,7.48,2.555,1.77,28,9197
2.56,2.755,47.05,13.19,7.09,1.97,1.965,28,9198
3.545,2.56,48.035,7.675,4.33,1.965,0.985,28,9199
4.335,2.755,46.265,7.875,6.695,1.18,3.74,28,9200
3.15,2.165,47.64,5.905,7.48,1.97,2.755,28,9201
3.935,1.97,46.66,5.51,5.315,1.57,2.56,28,9202
2.755,2.755,46.855,10.235,7.675,1.38,2.165,28,9203
3.345,4.135,47.055,10.235,7.085,1.575,2.755,28,9204
2.56,2.165,46.46,8.465,9.25,2.755,2.76,28,9205
4.13,2.165,47.25,7.48,10.435,1.77,2.95,28,9206
3.74,1.965,79.14,8.27,6.495,1.575,2.56,28,9207
3.74,1.38,90.95,6.3,6.3,1.575,2.755,28,9208
2.555,2.56,90.165,9.845,3.15,1.375,1.38,28,9209
2.755,1.965,68.705,6.3,6.89,2.165,3.35,28,9210
3.345,1.77,47.445,7.085,6.495,1.18,2.955,28,9211
3.54,2.365,46.26,7.48,9.45,1.97,2.165,28,9212
2.755,1.575,47.055,7.875,7.87,0.785,3.545,28,9213
2.56,2.755,45.08,9.255,5.315,1.375,3.35,28,9214
3.545,1.18,4.725,3.15,8.265,1.575,2.165,28,9215
2.165,2.56,3.74,7.68,5.12,1.97,2.365,28,9216
3.15,2.755,5.315,10.04,8.07,1.18,4.33,28,9217
3.935,2.36,4.33,6.89,6.495,0.985,2.955,28,9218
1.38,2.955,1.97,9.055,4.135,0.395,1.97,28,9219
3.345,3.15,3.345,10.825,4.725,0.985,1.575,28,9220
2.555,1.38,3.545,6.105,5.905,2.165,2.36,28,9221
2.95,2.36,4.135,8.665,6.695,1.77,3.545,28,9222
2.955,4.525,4.92,14.765,10.235,1.965,3.54,28,9223
5.115,2.56,5.12,8.855,7.09,2.755,3.545,28,9224
3.15,3.145,4.135,8.86,6.495,1.575,2.955,28,9225
2.95,1.77,3.74,6.89,11.815,1.97,2.555,28,9226
3.94,4.33,7.085,18.115,13.78,1.57,4.33,28,9227
5.12,3.15,6.295,8.465,19.29,3.345,4.725,28,9228
5.12,4.525,10.04,14.96,12.995,1.77,3.15,28,9229
4.135,3.94,45.28,14.37,12.21,1.575,5.12,28,9230
5.115,2.95,5.71,8.86,11.42,1.97,3.74,28,9231
4.13,3.15,5.51,12.21,10.24,2.36,4.72,28,9232
5.115,3.15,6.1,12.205,13.385,1.97,5.905,28,9233
6.3,3.74,6.105,13.585,11.02,3.15,4.33,28,9234
4.33,3.74,5.315,12.795,10.83,2.56,4.725,28,9235
4.92,3.345,7.085,10.235,15.55,3.145,3.94,28,9236
5.71,5.115,6.3,18.505,14.175,3.94,7.085,28,9237
5.91,2.955,5.905,11.81,10.435,2.165,3.74,28,9238
6.1,5.315,8.27,14.765,12.795,2.165,5.51,28,9239
6.695,6.495,7.68,24.61,12.8,2.36,3.54,28,9240
5.315,5.71,39.57,16.735,9.45,3.935,5.905,28,9241
5.905,1.965,48.625,9.645,9.45,4.33,3.74,28,9242
9.055,5.71,47.05,16.93,9.25,1.965,5.905,28,9243
6.1,5.515,23.425,34.255,11.615,5.12,4.135,28,9244
6.69,2.955,14.765,7.48,7.68,3.345,4.925,28,9245
5.51,3.545,6.3,13.98,10.83,2.56,5.905,28,9246
6.495,4.13,7.285,8.465,10.24,1.97,5.315,28,9247
6.495,10.83,7.285,27.17,10.04,3.74,6.3,28,9248
11.22,5.315,7.285,19.095,11.615,5.315,7.285,28,9249
8.27,6.89,6.105,36.225,11.42,3.345,8.855,28,9250
8.265,6.3,4.53,19.295,10.04,3.15,5.905,28,9251
7.285,4.53,6.3,15.16,15.75,2.955,4.725,28,9252
6.3,5.115,7.48,19.88,10.04,3.345,4.53,28,9253
9.845,4.525,5.315,11.025,8.855,2.36,9.645,28,9254
8.27,6.89,7.285,24.415,15.355,3.94,6.495,28,9255
6.495,6.89,22.245,29.725,13.19,3.935,7.875,28,9256
6.5,6.89,72.645,19.69,11.815,3.74,34.255,28,9257
8.855,7.09,92.33,19.885,12.795,3.15,5.515,28,9258
6.89,7.48,94.1,23.625,11.225,4.13,6.3,28,9259
10.235,3.54,57.485,17.915,12.6,7.48,6.695,28,9260
6.89,7.09,47.645,16.935,10.435,3.545,7.875,28,9261
19.485,4.525,21.065,15.16,11.42,2.955,5.51,28,9262
29.335,5.515,9.25,18.11,10.63,2.76,4.525,28,9263
5.905,4.725,11.42,16.93,12.995,2.955,7.085,28,9264
7.48,6.3,49.22,19.885,16.735,4.33,5.91,28,9265
8.665,5.315,71.265,23.625,9.845,2.36,6.5,28,9266
8.86,5.905,48.625,16.735,18.505,4.925,7.87,28,9267
9.055,6.1,62.6,19.88,14.765,3.94,5.12,28,9268
9.055,9.25,91.15,22.835,9.845,3.15,5.12,28,9269
7.285,5.12,93.71,17.915,11.42,4.725,7.875,28,9270
9.255,3.345,14.175,16.93,12.4,3.15,3.15,28,9271
7.285,5.515,11.025,14.765,8.86,3.345,6.89,28,9272
7.48,9.645,8.265,22.44,12.01,3.15,15.745,28,9273
6.89,6.69,8.66,20.275,9.645,4.33,4.92,28,9274
4.92,6.1,8.465,20.085,9.645,4.525,5.115,28,9275
6.495,8.665,12.595,29.53,13.39,3.94,9.055,28,9276
4.725,5.315,4.92,12.205,10.63,2.165,3.545,28,9277
7.675,6.495,23.82,21.46,10.63,5.12,5.905,28,9278
5.315,7.28,32.68,17.915,11.615,5.115,7.285,28,9279
8.465,7.285,7.875,21.655,10.04,4.135,4.725,28,9280
6.1,6.89,11.81,31.5,12.795,5.51,6.495,28,9281
8.66,5.71,9.845,17.915,10.825,3.74,6.495,28,9282
9.055,7.285,8.465,18.505,10.63,3.94,5.91,28,9283
6.3,9.255,7.28,24.41,8.66,4.33,14.765,28,9284
6.3,6.695,11.42,22.05,19.095,5.905,15.75,28,9285
7.085,5.315,23.23,22.64,13.19,3.545,4.525,28,9286
12.8,10.04,51.775,16.935,10.24,4.525,10.235,28,9287
7.875,10.24,34.45,30.91,16.145,7.68,11.42,28,9288
7.875,4.53,14.175,17.525,14.765,4.135,7.48,28,9289
8.66,6.3,10.235,11.025,20.08,2.165,12.4,28,9290
5.905,6.105,13.58,20.08,17.915,4.33,6.89,28,9291
11.025,10.825,8.465,21.655,11.22,3.545,4.92,28,9292
7.875,10.04,20.87,36.025,11.225,5.115,11.81,28,9293
10.04,9.445,11.22,16.735,14.175,7.675,6.105,28,9294
7.68,8.855,7.87,22.245,12.01,4.135,5.905,28,9295
8.27,17.325,12.405,22.05,14.175,5.51,10.83,28,9296
9.45,7.68,14.175,18.115,12.99,4.725,8.66,28,9297
8.07,9.25,14.765,25,14.175,4.525,6.695,28,9298
4.725,8.86,25.985,25.99,15.55,6.495,7.48,28,9299
11.22,11.225,9.255,23.625,10.435,5.705,8.27,28,9300
8.265,7.28,12.6,24.61,12.995,5.12,6.495,28,9301
9.055,9.25,10.63,21.85,13.78,5.51,8.075,28,9302
8.465,6.89,12.6,27.165,12.405,4.92,14.96,28,9303
10.24,7.48,27.365,19.885,21.265,4.525,12.01,28,9304
6.89,8.465,8.27,31.89,14.57,6.495,12.4,28,9305
9.645,12.205,12.99,35.635,21.46,5.905,16.93,28,9306
5.71,6.5,52.76,24.02,20.475,8.465,19.095,28,9307
22.05,11.025,14.57,23.825,20.47,4.33,9.25,28,9308
12.01,9.055,26.38,25.79,24.215,5.12,8.465,28,9309
8.86,8.465,27.165,26.185,19.095,6.695,10.235,28,9310
13.98,7.875,15.55,18.9,28.94,7.875,9.055,28,9311
12.6,10.43,13.585,32.285,15.75,7.87,8.27,28,9312
16.54,8.465,14.96,24.605,15.945,11.025,12.205,28,9313
11.22,8.855,25.2,23.035,17.72,5.315,18.7,28,9314
9.25,12.005,31.89,29.14,24.415,8.465,24.02,28,9315
13.975,10.83,14.37,31.305,19.49,7.285,13.385,28,9316
8.86,6.3,19.1,19.295,21.26,8.66,10.04,28,9317
11.815,9.255,17.915,25.005,19.88,6.3,7.68,28,9318
8.465,9.645,18.31,31.3,16.93,5.71,39.18,28,9319
14.175,8.66,17.325,16.735,19.29,8.86,12.4,28,9320
8.66,14.765,17.72,27.755,21.455,6.695,16.34,28,9321
17.72,6.5,38.98,35.435,19.69,6.89,14.175,28,9322
14.57,11.81,13.78,22.84,29.725,5.71,8.465,28,9323
11.22,12.6,31.695,45.085,16.93,6.1,9.645,28,9324
12.205,10.635,28.94,50.985,19.29,7.68,15.355,28,9325
11.81,8.075,48.23,37.21,20.275,12.01,11.42,28,9326
16.54,14.175,53.945,37.6,23.82,4.725,11.22,28,9327
11.22,9.45,23.425,43.31,21.655,5.905,22.445,28,9328
16.735,8.86,20.275,32.68,30.12,8.075,10.63,28,9329
12.01,11.22,39.375,37.795,22.44,7.875,9.055,28,9330
36.615,10.63,19.295,31.105,20.28,11.42,11.81,28,9331
24.21,9.84,20.275,30.12,22.64,6.69,12.4,28,9332
26.775,9.65,12.005,42.72,15.355,7.48,19.685,28,9333
